2.16930022573	15.8036117381	2202.96108014	2648.20701986	3
3.5685483871	20.2177419355	4725.61817016	6636.27568669	4
4.96551724138	29.3379310345	6421.81477241	10490.8554324	5
6.36470588235	32.7647058824	8491.38166471	14467.3821282	6
8.24242424242	35.9545454545	10395.5239894	20339.1712485	7
9.03846153846	37.0961538462	16869.7557615	35223.4608788	8
11.6571428571	61.7714285714	29085.4511257	63592.8086	9
13.1	52.1333333333	30432.46576	80612.20497	10
15.7894736842	50.0526315789	21965.4610895	54179.4187526	11
18.1764705882	70.2941176471	21565.7897059	53807.1222647	12
15.0	92.4444444444	46103.7007333	121779.684311	13
19.4666666667	64.7333333333	34889.1336533	95369.0954267	14
24.7142857143	87.4285714286	44648.1816857	104362.515557	15
26.2	145.6	83322.70732	251681.85424	16
21.0	102.0	39833.37305	193957.06195	17
19.5	82.0	123601.0367	292447.24215	18
31.25	116.0	98467.1325	457903.338275	19
29.0	136.0	112427.258533	411519.674067	20
30.8571428571	177.428571429	73091.3131429	271672.827557	21
23.0	579.0	121512.137	596349.7921	23
48.0	150.0	39086.09525	185387.9754	24
38.8	120.0	53894.94774	195747.5606	25
39.0	85.0	122003.1949	749245.39835	26
52.5	346.25	277935.728325	1332573.54023	29
42.2	379.4	136858.53022	672235.02528	30
31.0	213.0	95153.0872	831962.3626	31
74.6666666667	224.0	63448.6759333	492713.260433	33
107.0	59.0	49080.8944	348909.5434	34
68.3333333333	198.333333333	109564.160533	809101.7094	35
59.0	164.0	84404.6055	739499.9892	36
41.0	463.0	33307.0437	118175.4805	38
57.5	314.5	149994.58475	1192873.54625	39
59.0	383.5	203769.25445	1477816.2685	43
184.0	331.0	157159.0663	405980.349	46
69.5	396.5	293503.2092	3029940.5174	47
58.0	346.0	146489.8419	1183865.9441	49
117.666666667	898.333333333	178775.8665	1634959.83793	52
203.5	299.0	68234.26095	508101.0646	53
78.0	205.0	264114.1828	2068904.344	54
128.0	521.5	280134.2589	2842929.4907	59
89.0	525.0	419243.8571	4384940.0072	60
88.5	631.0	337178.35505	6566958.55775	66
104.0	493.0	258494.2528	3419482.1907	74
145.0	954.0	405078.3709	4064723.3792	79
205.0	2002.0	295407.4729	4628096.5206	80
228.0	1359.0	51633.3152	786690.1175	93
363.0	905.0	41569.999	648583.9294	98
