100	230.7	52.0635188976	36062.4	16849.0611679	55.3095902959	19.5878105943	2353.69628777	2480.34252986
99	228.6	51.3618535491	35952.8	16902.1197771	54.4620068539	18.8610765381	2353.20104795	2480.776945
98	224.3	49.2362671209	35540.0	16821.4732054	53.2621682499	18.4788098499	2351.21006721	2482.44646788
97	221.4	48.8696224663	35144.0	16948.4858557	52.2266985524	18.010331069	2348.98535371	2484.32764671
96	218.3	48.2515284732	34910.8	16920.3448712	51.3495190785	18.0693955535	2348.98535371	2484.32764671
95	215.9	47.7754120861	34755.2	16866.3981502	50.5050603496	18.0241339414	2348.98535371	2484.32764671
94	212.3	46.2299686351	34288.2	16566.1432675	49.4819519792	17.7588161324	2348.98535371	2484.32764671
93	209.0	44.9844417549	33724.8	15795.7431785	48.6589058358	17.5483612545	2348.98535371	2484.32764671
92	206.0	44.3283205186	33477.6	15744.3770737	47.8921801367	17.2517536673	2347.3854447	2484.71890506
91	204.1	44.3856958941	33358.4	15759.5241502	47.2938435818	17.0917051406	2347.3854447	2484.71890506
90	199.2	42.2984633291	33014.0	15675.2305501	46.1442170949	16.8113036032	2347.3854447	2484.71890506
89	195.1	40.0535891026	32674.8	15671.7793553	45.1583109541	16.1488525862	2347.3854447	2484.71890506
88	192.2	38.8067004524	32576.6	15693.6250764	44.3030593129	15.6008701748	2347.3854447	2484.71890506
87	190.3	38.1393497585	32485.4	15701.068933	43.6177993004	15.2040003193	2347.3854447	2484.71890506
86	186.8	37.0318781592	32233.0	15632.5105661	42.685898579	14.9315609434	2347.3854447	2484.71890506
85	184.1	36.5306720442	32021.0	15525.9577804	42.1124798864	14.9009070155	2347.3854447	2484.71890506
84	181.6	35.8502440717	31843.8	15458.7965237	41.5485641171	14.7698731458	2347.3854447	2484.71890506
83	178.6	36.2607225521	31640.2	15443.2963437	40.7548896978	14.8639941666	2347.3854447	2484.71890506
82	176.6	36.5436725029	31375.8	15367.1333553	40.1992629004	14.8997532491	2347.3854447	2484.71890506
81	174.6	36.8760084608	31228.6	15265.7970129	39.5934914001	15.0358914534	2347.3854447	2484.71890506
80	172.1	36.6563773442	30987.0	15232.1749793	38.8933774851	15.0817608614	2346.00892022	2481.85374852
79	169.5	36.2525861146	30575.0	15079.8645684	38.198703397	14.9371854464	2344.86188963	2482.14076015
78	167.8	36.0466364589	30522.4	15066.3826262	37.8167004612	14.8990132579	2344.07202976	2482.34115408
77	165.7	36.0473299982	30139.2	14588.9747467	37.3834820623	14.903590773	2330.97367106	2485.99126993
76	162.9	36.3330428123	30073.8	14542.403115	36.7719761789	14.9473419806	2330.97367106	2485.99126993
75	161.5	36.1310116105	30044.2	14544.8316718	36.1922046043	14.529559748	2328.57218777	2486.72726859
74	158.8	34.5942191703	29966.6	14535.6274595	35.3307128778	13.7225201287	2328.57218777	2486.72726859
73	156.0	33.337666385	29873.2	14579.8406631	34.1550702295	12.6421775595	2328.57218777	2486.72726859
72	153.2	32.9993939338	29807.6	14606.0310776	33.0114992821	11.6365603092	2328.57218777	2486.72726859
71	150.5	31.8724018549	29714.0	14626.6522485	32.0642895763	10.9186091086	2328.57218777	2486.72726859
70	148.3	32.1964283733	29580.6	14638.9763317	31.3929234662	10.618061186	2328.57218777	2486.72726859
69	146.5	31.4777699337	29499.6	14640.9230255	30.6805452088	10.2081625858	2328.55843367	2486.73882598
68	142.4	31.8251472895	28567.6	13411.4862353	29.8866049716	10.0026931309	2328.55843367	2486.73882598
