2.23220973783	7.10861423221	1435.45577506	1743.96002951	3
3.72418300654	9.67189542484	3238.34454837	4382.07039686	4
5.28744939271	11.9028340081	5246.13072024	7913.14177004	5
7.14324324324	15.4972972973	6732.07927405	11504.8994138	6
9.2	18.3708333333	8292.85814375	14935.199925	7
2592.0	999.0	783496.4579	206151951.299	520
14.3731343284	25.1044776119	14695.9366425	30318.3799866	9
15.9834710744	29.4876033058	16439.3531562	41026.2528322	10
18.0	35.188034188	20586.5425496	42742.3452214	11
20.5909090909	34.4204545455	26395.4866341	57517.2187455	12
23.8378378378	37.9324324324	37836.0038595	87358.8639959	13
25.22	42.82	24363.090788	67020.952768	14
31.7346938776	46.1836734694	25222.5039857	69464.2785408	15
34.6842105263	46.6315789474	29815.7804158	86958.4573868	16
36.3888888889	57.5833333333	53713.0555056	124263.198097	17
40.5526315789	68.6842105263	42403.2761132	126316.929266	18
38.9615384615	61.6538461538	60683.5669231	133721.680969	19
41.6818181818	81.8636363636	52377.7702227	158821.148668	20
48.5263157895	70.6842105263	56897.3511053	171671.601963	21
50.6666666667	74.1904761905	55350.0351762	114238.783705	22
53.3888888889	72.6111111111	75382.5483056	265020.918722	23
59.0	69.8235294118	97152.5373353	263183.9428	24
70.0	89.875	83173.235625	232279.374306	25
72.0	103.631578947	80627.2761	268591.858342	26
73.5833333333	101.458333333	98055.8648917	297072.32075	27
70.75	108.0	115427.003717	308176.817217	28
177978.0	19327.0	1269872.2397	220651390948.0	14365
76.0	121.75	61193.9195375	289630.78445	30
101.857142857	136.142857143	75368.8603857	312046.210957	31
91.2857142857	124.857142857	91219.0088857	371911.469414	32
62.4	106.4	96774.04662	338103.00124	33
91.2307692308	132.230769231	155054.961877	681899.167362	34
130.0	192.5	265134.47125	611065.1728	35
101.555555556	134.0	197402.463822	670111.100678	36
133.7	128.9	159724.1305	718505.47301	37
127.833333333	123.166666667	108021.938767	467836.41175	38
102.2	202.6	109298.3112	474935.34284	39
119.666666667	115.333333333	80140.3135833	339597.706233	40
139.4	147.6	194823.39066	1053886.43632	41
127.25	157.75	364989.892575	1365183.62075	42
131.333333333	151.0	91786.0130667	394824.976333	43
165.6	282.6	144376.27716	622170.15732	44
121.833333333	180.5	202048.348733	615092.016867	45
4147.0	3082.0	1072470.414	386833388.84	558
5744.0	933.0	1100312.0464	201501496.985	861
144.5	218.625	221870.032363	1084619.68186	48
12407.0	11219.0	1115302.8527	1382219235.97	2056
176.0	132.5	373576.928375	2154052.0931	50
151.8	243.7	310667.99113	1249604.35193	51
100.0	389.0	301179.9102	1449317.6309	52
362.0	120.0	360146.7047	1293970.438	54
222.2	241.8	313715.68964	1970534.13936	55
235.5	97.0	316275.88685	1408064.6147	56
209.5	283.75	248952.1205	1137955.71848	57
168.0	293.0	242492.2542	1579927.4333	58
101.0	268.5	178217.5249	1233462.8711	59
206.0	317.0	193333.613933	815455.878667	60
178.666666667	232.333333333	360858.8158	1312545.32477	61
219.5	255.5	94425.0654	723381.8607	62
4892.0	1630.0	1053082.5175	412887034.254	949
939.0	143.0	820491.2704	1916613.0934	64
224.0	308.333333333	162974.180833	1560392.32357	65
168.25	308.75	286865.055975	1202182.10095	66
206.0	297.0	193709.6422	1082255.9372	67
165.0	244.0	357088.2861	1880840.7158	68
228.0	293.0	281865.3785	1627191.5646	69
209.75	320.5	749162.448375	4206694.0441	70
295.0	387.0	525806.048	3269222.9694	71
267.666666667	229.0	608324.338167	3339644.9994	72
456.0	452.0	542310.5737	11475436.3598	73
264.25	451.25	269585.571125	1838647.92915	74
320.0	804.0	478436.1875	1795123.5704	75
276.0	232.0	164586.2187	1130524.1685	76
123.0	385.0	615630.1041	4841110.4476	78
203.0	451.0	139929.3917	1173363.3975	79
238.0	335.0	400788.3735	2904422.07025	80
261.0	427.0	49532.3318	754215.7547	81
793.0	260.0	41466.2337	594484.1029	82
414.666666667	227.333333333	292138.238333	2011105.40617	83
324.5	537.5	403546.9361	1496200.2506	84
367.0	557.0	214187.8519	1360544.2692	85
300.0	391.0	419796.7865	5159719.3178	89
399.0	714.5	332032.57675	1191782.53475	91
386.0	509.0	453000.3428	3799172.6524	92
361.0	383.0	152446.0696	1865678.0211	93
169.0	427.0	415658.2635	2016100.4997	94
5017.0	992.0	1058650.0318	98298435.8047	608
281.0	469.0	568614.3242	5278665.921	97
454.0	768.5	650875.4812	3335299.87585	98
1119.0	500.0	603413.96475	12000883.058	187
388.0	435.0	173437.9733	2542130.8622	101
2269.0	3552.0	834756.7046	183830123.275	614
3338.0	1733.0	727542.254	167434887.582	616
240.0	887.0	593887.2548	6065320.2962	106
294.0	551.0	520651.6397	8107552.19165	109
220.0	673.0	201809.0891	2627851.0587	110
481.0	487.0	1045249.9873	10292216.1589	112
507.0	418.0	551086.4241	6507248.32	113
435.0	366.0	670545.4656	12052396.4085	114
373.0	407.0	575831.3557	4354551.8983	115
659.0	252.0	137989.4435	2981006.0872	116
607.0	543.0	930705.8443	28914412.3844	117
391.0	211.0	818398.3665	11690404.2593	120
775.0	385.0	439906.2714	5655189.6529	132
753.0	894.0	977557.2492	5372379.442	140
1070.0	685.0	357051.4917	3975729.398	142
691.5	588.5	455661.2682	10641285.7794	146
429.0	1032.0	766910.1324	8092817.2404	153
528.0	358.0	740403.6598	10794276.6558	154
923.0	763.0	610518.6666	10448028.8787	155
476.0	695.0	968076.5476	19109707.0395	156
485.0	958.0	744309.2834	8434070.6547	162
911.0	575.0	546902.4391	13482342.654	165
351.5	726.5	1081357.79815	34191287.3663	166
516.5	822.5	649764.83315	14490531.2256	167
764.0	1048.0	666978.8346	14467724.7218	170
1037.0	515.0	886398.7778	33839923.9074	175
3459.0	2566.0	702163.4426	110106151.698	699
1272.0	556.0	500833.008	10732569.8983	200
1047.5	920.0	343636.97975	11234113.1531	217
282.0	944.0	926313.2851	24750509.7566	219
983.0	519.0	972097.6227	53343226.5684	221
3349.0	2709.0	1094172.23	147212142.972	587
54093.0	16494.0	1162702.278	22235438696.1	7911
1288.0	1400.0	299783.4107	10382915.2227	237
982.0	1780.0	1180608.3548	37431941.807	245
10.7886597938	20.6237113402	12167.9515258	22859.7283727	8
654.0	1791.0	913689.9275	42440683.9922	260
47772.0	34623.0	1194424.1011	32296218232.8	8980
131.833333333	161.333333333	140346.101983	655537.03155	46
300.0	816.0	957317.2665	64075737.6721	281
4652.0	3151.0	796656.1712	153632726.968	794
788.5	1359.0	727685.1699	30026430.8362	283
1607.0	1537.0	802328.67	30268732.401	294
2413.0	1483.0	1091128.0141	311185509.725	561
13736.0	7857.0	1113075.6929	2094130617.12	1850
10026.0	7000.0	1101844.6734	1473791571.16	1867
2484.0	2075.0	664300.6179	97242197.1712	335
1906.0	2262.0	816887.2104	48052453.2722	337
1405.0	826.0	445195.9601	22813594.6526	314
78.1	138.3	90084.97203	340429.82127	29
6061.0	9796.0	993401.1503	695118152.485	1391
2213.0	1447.0	690262.1713	67309060.8605	369
1629.0	1758.0	1105287.4288	73996414.5396	377
136.0	209.0	513551.44125	2069017.8197	47
2093.0	2875.0	805287.6942	73016462.7686	394
1249.0	1025.0	1197392.3492	161305740.275	418
7438.0	4237.0	956897.0084	701498825.381	944
31508.0	9250.0	1167091.9204	7653300161.31	4021
10074.0	3468.0	763747.4326	555152555.358	1475
117.0	192.0	202110.4287	428130.36005	49
319904.0	175579.0	1278845.3403	5.64527891626e+12	48290
14052.0	5078.0	1124447.2194	2000447808.61	1506
13638.0	10487.0	1209716.4559	10588789789.4	3058
236.0	470.0	676891.5685	6944290.7616	102
